"","tf","n","dist","avg","low","high","group"
"X552","CEBPB",25569,56,-0.151979600641634,-0.15511205373557,-0.148847147547697,"HT-SELEX"
"X562","CEBPB",25569,57,-0.152122270486615,-0.155256061852485,-0.148988479120745,"HT-SELEX"
"X572","CEBPB",25569,58,-0.151994574442717,-0.155125365668427,-0.148863783217007,"HT-SELEX"
"X582","CEBPB",25569,59,-0.15173556562099,-0.154872909932571,-0.148598221309408,"HT-SELEX"
"X592","CEBPB",25569,60,-0.151343081256303,-0.154479585487004,-0.148206577025602,"HT-SELEX"
"X602","CEBPB",25569,61,-0.151522367267964,-0.154656879792595,-0.148387854743332,"HT-SELEX"
"X613","CEBPB",25569,62,-0.151146040800493,-0.154277764779013,-0.148014316821972,"HT-SELEX"
"X622","CEBPB",25569,63,-0.151039982085037,-0.154173661425306,-0.147906302744768,"HT-SELEX"
"X632","CEBPB",25569,64,-0.150363944311848,-0.153494105626318,-0.147233782997378,"HT-SELEX"
"X642","CEBPB",25569,65,-0.150449093864202,-0.153577200072875,-0.147320987655529,"HT-SELEX"
"X652","CEBPB",25569,66,-0.150000170630856,-0.153129201348673,-0.14687113991304,"HT-SELEX"
"X662","CEBPB",25569,67,-0.149726878171529,-0.152861870067727,-0.14659188627533,"HT-SELEX"
"X672","CEBPB",25569,68,-0.149814704089026,-0.152949771800163,-0.146679636377889,"HT-SELEX"
"X682","CEBPB",25569,69,-0.149577076793163,-0.152712225704568,-0.146441927881757,"HT-SELEX"
"X692","CEBPB",25569,70,-0.149546026339144,-0.152685382675839,-0.146406670002449,"HT-SELEX"
"X702","CEBPB",25569,71,-0.149948091956331,-0.153086361708729,-0.146809822203933,"HT-SELEX"
"X713","CEBPB",25569,72,-0.150272811865801,-0.153411132916,-0.147134490815602,"HT-SELEX"
"X722","CEBPB",25569,73,-0.150901877192685,-0.154038751169637,-0.147765003215733,"HT-SELEX"
"X732","CEBPB",25569,74,-0.151690357040213,-0.154824030405428,-0.148556683674997,"HT-SELEX"
"X742","CEBPB",25569,75,-0.15081469251868,-0.153950907246812,-0.147678477790547,"HT-SELEX"
"X752","CEBPB",25569,76,-0.152491569133362,-0.155615746085917,-0.149367392180808,"HT-SELEX"
"X762","CEBPB",25569,77,-0.151383783188352,-0.154511982888737,-0.148255583487968,"HT-SELEX"
"X772","CEBPB",25569,78,-0.154222055593421,-0.157329386758277,-0.151114724428566,"HT-SELEX"
"X782","CEBPB",25569,79,-0.156011182952045,-0.159110230078475,-0.152912135825614,"HT-SELEX"
"X792","CEBPB",25569,80,-0.160941912713605,-0.1640190816184,-0.15786474380881,"HT-SELEX"
"X802","CEBPB",25569,81,-0.166358869436433,-0.169409861937136,-0.163307876935729,"HT-SELEX"
"X813","CEBPB",25569,82,-0.17522380587903,-0.178256987338589,-0.172190624419472,"HT-SELEX"
"X822","CEBPB",25569,83,-0.181834303999071,-0.184838533107147,-0.178830074890995,"HT-SELEX"
"X832","CEBPB",25569,84,-0.193234569269527,-0.196180173457562,-0.190288965081492,"HT-SELEX"
"X842","CEBPB",25569,85,-0.19941287525638,-0.202315246678566,-0.196510503834195,"HT-SELEX"
"X852","CEBPB",25569,86,-0.211772688152446,-0.214590743546525,-0.208954632758367,"HT-SELEX"
"X862","CEBPB",25569,87,-0.221566941318167,-0.224304606885501,-0.218829275750833,"HT-SELEX"
"X872","CEBPB",25569,88,-0.229213115555938,-0.231880021766687,-0.22654620934519,"HT-SELEX"
"X882","CEBPB",25569,89,-0.232734941124681,-0.235358760461494,-0.230111121787869,"HT-SELEX"
"X892","CEBPB",25569,90,-0.23756965690081,-0.240167424960339,-0.234971888841282,"HT-SELEX"
"X902","CEBPB",25569,91,-0.244465504796092,-0.247020126201682,-0.241910883390503,"HT-SELEX"
"X912","CEBPB",25569,92,-0.251450523928568,-0.2539606273615,-0.248940420495637,"HT-SELEX"
"X922","CEBPB",25569,93,-0.255048816740013,-0.257537325926866,-0.25256030755316,"HT-SELEX"
"X932","CEBPB",25569,94,-0.268311315282481,-0.270744336578692,-0.265878293986271,"HT-SELEX"
"X942","CEBPB",25569,95,-0.274447254724122,-0.27686277614444,-0.272031733303804,"HT-SELEX"
"X952","CEBPB",25569,96,-0.285026124359156,-0.287452859563173,-0.282599389155138,"HT-SELEX"
"X962","CEBPB",25569,97,-0.292509007306699,-0.294907949180515,-0.290110065432883,"HT-SELEX"
"X972","CEBPB",25569,98,-0.281937207188426,-0.284368558016078,-0.279505856360774,"HT-SELEX"
