"","X","x","spectrum.density","library","TF","pos"
"336",36,0.4,0.354827536875682,"Nucleosome-SELEX","SHOX","Region 76-115"
"337",37,0.425,0.370546339767324,"Nucleosome-SELEX","SHOX","Region 76-115"
"338",38,0.45,0.353220737256015,"Nucleosome-SELEX","SHOX","Region 76-115"
"339",39,0.475,0.361313542486061,"Nucleosome-SELEX","SHOX","Region 76-115"
"340",40,0.5,0.372108197535698,"Nucleosome-SELEX","SHOX","Region 76-115"
"341",41,0.025,0.228042655411186,"HT-SELEX","SHOX","Region 76-115"
"342",42,0.05,0.32579851585322,"HT-SELEX","SHOX","Region 76-115"
"343",43,0.075,0.332849436841844,"HT-SELEX","SHOX","Region 76-115"
"344",44,0.1,0.343094524059147,"HT-SELEX","SHOX","Region 76-115"
"345",45,0.125,0.348554617688918,"HT-SELEX","SHOX","Region 76-115"
"346",46,0.15,0.346174094279092,"HT-SELEX","SHOX","Region 76-115"
"347",47,0.175,0.341924600027749,"HT-SELEX","SHOX","Region 76-115"
"348",48,0.2,0.351588072293357,"HT-SELEX","SHOX","Region 76-115"
"349",49,0.225,0.35110754792887,"HT-SELEX","SHOX","Region 76-115"
"350",50,0.25,0.358492011577667,"HT-SELEX","SHOX","Region 76-115"
"351",51,0.275,0.348193744451918,"HT-SELEX","SHOX","Region 76-115"
"352",52,0.3,0.3627766965828,"HT-SELEX","SHOX","Region 76-115"
"353",53,0.325,0.338805976820924,"HT-SELEX","SHOX","Region 76-115"
"354",54,0.35,0.351224870236188,"HT-SELEX","SHOX","Region 76-115"
"355",55,0.375,0.353406596309814,"HT-SELEX","SHOX","Region 76-115"
"356",56,0.4,0.360980665461341,"HT-SELEX","SHOX","Region 76-115"
"357",57,0.425,0.343737904383787,"HT-SELEX","SHOX","Region 76-115"
"358",58,0.45,0.33190314084607,"HT-SELEX","SHOX","Region 76-115"
"359",59,0.475,0.347548942737988,"HT-SELEX","SHOX","Region 76-115"
"360",60,0.5,0.339566772118877,"HT-SELEX","SHOX","Region 76-115"
"361",1,0.025,0.258292196605932,"NCAP-SELEX","NKX6-2","Region 76-115"
"362",2,0.05,0.352005031708641,"NCAP-SELEX","NKX6-2","Region 76-115"
"363",3,0.075,0.395885408612377,"NCAP-SELEX","NKX6-2","Region 76-115"
"364",4,0.1,0.419965202216614,"NCAP-SELEX","NKX6-2","Region 76-115"
"365",5,0.125,0.38971666470467,"NCAP-SELEX","NKX6-2","Region 76-115"
"366",6,0.15,0.369855707085873,"NCAP-SELEX","NKX6-2","Region 76-115"
"367",7,0.175,0.396090017137036,"NCAP-SELEX","NKX6-2","Region 76-115"
"368",8,0.2,0.402798657026185,"NCAP-SELEX","NKX6-2","Region 76-115"
"369",9,0.225,0.411230279439089,"NCAP-SELEX","NKX6-2","Region 76-115"
"370",10,0.25,0.431964421679538,"NCAP-SELEX","NKX6-2","Region 76-115"
"371",11,0.275,0.433286936607105,"NCAP-SELEX","NKX6-2","Region 76-115"
"372",12,0.3,0.437886000326049,"NCAP-SELEX","NKX6-2","Region 76-115"
"373",13,0.325,0.418549032584472,"NCAP-SELEX","NKX6-2","Region 76-115"
"374",14,0.35,0.42944984169092,"NCAP-SELEX","NKX6-2","Region 76-115"
"375",15,0.375,0.425755047070584,"NCAP-SELEX","NKX6-2","Region 76-115"
"376",16,0.4,0.408276395363579,"NCAP-SELEX","NKX6-2","Region 76-115"
"377",17,0.425,0.38409119004717,"NCAP-SELEX","NKX6-2","Region 76-115"
"378",18,0.45,0.384778702255738,"NCAP-SELEX","NKX6-2","Region 76-115"
"379",19,0.475,0.369322135330526,"NCAP-SELEX","NKX6-2","Region 76-115"
"380",20,0.5,0.382941932518411,"NCAP-SELEX","NKX6-2","Region 76-115"
"381",21,0.025,0.234791554657867,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"382",22,0.05,0.315780289526315,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"383",23,0.075,0.344013538508874,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"384",24,0.1,0.38129292927518,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"385",25,0.125,0.352501461017409,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"386",26,0.15,0.352610120574674,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"387",27,0.175,0.361491544079464,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"388",28,0.2,0.365226494380594,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"389",29,0.225,0.35654746479725,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"390",30,0.25,0.342125290564081,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"391",31,0.275,0.351151480159902,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"392",32,0.3,0.348252059264436,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"393",33,0.325,0.366187171215429,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"394",34,0.35,0.368235146250829,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"395",35,0.375,0.372004205887444,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"396",36,0.4,0.345665739522239,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"397",37,0.425,0.363398279658327,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"398",38,0.45,0.34158017570295,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"399",39,0.475,0.353744090555459,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"400",40,0.5,0.357548956006311,"Nucleosome-SELEX","NKX6-2","Region 76-115"
"401",41,0.025,0.238658720329283,"HT-SELEX","NKX6-2","Region 76-115"
"402",42,0.05,0.332518117329322,"HT-SELEX","NKX6-2","Region 76-115"
"403",43,0.075,0.372108063519901,"HT-SELEX","NKX6-2","Region 76-115"
"404",44,0.1,0.382431707214203,"HT-SELEX","NKX6-2","Region 76-115"
"405",45,0.125,0.368328083071504,"HT-SELEX","NKX6-2","Region 76-115"
"406",46,0.15,0.368808740571842,"HT-SELEX","NKX6-2","Region 76-115"
"407",47,0.175,0.392164547199376,"HT-SELEX","NKX6-2","Region 76-115"
"408",48,0.2,0.407532131535853,"HT-SELEX","NKX6-2","Region 76-115"
"409",49,0.225,0.428415341560473,"HT-SELEX","NKX6-2","Region 76-115"
"410",50,0.25,0.434356122132187,"HT-SELEX","NKX6-2","Region 76-115"
"411",51,0.275,0.458489576703914,"HT-SELEX","NKX6-2","Region 76-115"
"412",52,0.3,0.460103750916694,"HT-SELEX","NKX6-2","Region 76-115"
"413",53,0.325,0.451337715864363,"HT-SELEX","NKX6-2","Region 76-115"
"414",54,0.35,0.437434374925353,"HT-SELEX","NKX6-2","Region 76-115"
"415",55,0.375,0.422875347595455,"HT-SELEX","NKX6-2","Region 76-115"
"416",56,0.4,0.42356713398355,"HT-SELEX","NKX6-2","Region 76-115"
"417",57,0.425,0.393718373708516,"HT-SELEX","NKX6-2","Region 76-115"
"418",58,0.45,0.367525547487321,"HT-SELEX","NKX6-2","Region 76-115"
"419",59,0.475,0.368292750648343,"HT-SELEX","NKX6-2","Region 76-115"
"420",60,0.5,0.380536874692258,"HT-SELEX","NKX6-2","Region 76-115"
"421",1,0.025,0.246040101517817,"NCAP-SELEX","PDX1","Region 76-115"
"422",2,0.05,0.345409988465685,"NCAP-SELEX","PDX1","Region 76-115"
"423",3,0.075,0.382780615495582,"NCAP-SELEX","PDX1","Region 76-115"
"424",4,0.1,0.414187496490317,"NCAP-SELEX","PDX1","Region 76-115"
"425",5,0.125,0.380470246000627,"NCAP-SELEX","PDX1","Region 76-115"
"426",6,0.15,0.378655449819675,"NCAP-SELEX","PDX1","Region 76-115"
"427",7,0.175,0.39222763909125,"NCAP-SELEX","PDX1","Region 76-115"
"428",8,0.2,0.420462032832633,"NCAP-SELEX","PDX1","Region 76-115"
"429",9,0.225,0.416600235938352,"NCAP-SELEX","PDX1","Region 76-115"
"430",10,0.25,0.44331626683439,"NCAP-SELEX","PDX1","Region 76-115"
"431",11,0.275,0.440672394837114,"NCAP-SELEX","PDX1","Region 76-115"
"432",12,0.3,0.424643063552686,"NCAP-SELEX","PDX1","Region 76-115"
"433",13,0.325,0.443457802532824,"NCAP-SELEX","PDX1","Region 76-115"
"434",14,0.35,0.404887467757017,"NCAP-SELEX","PDX1","Region 76-115"
"435",15,0.375,0.402924350191819,"NCAP-SELEX","PDX1","Region 76-115"
"436",16,0.4,0.39507183862447,"NCAP-SELEX","PDX1","Region 76-115"
"437",17,0.425,0.354522738469858,"NCAP-SELEX","PDX1","Region 76-115"
"438",18,0.45,0.357577877086717,"NCAP-SELEX","PDX1","Region 76-115"
"439",19,0.475,0.365346687576325,"NCAP-SELEX","PDX1","Region 76-115"
"440",20,0.5,0.371335380941793,"NCAP-SELEX","PDX1","Region 76-115"
"441",21,0.025,0.235453296497572,"Nucleosome-SELEX","PDX1","Region 76-115"
"442",22,0.05,0.319844579469838,"Nucleosome-SELEX","PDX1","Region 76-115"
"443",23,0.075,0.343593991455776,"Nucleosome-SELEX","PDX1","Region 76-115"
"444",24,0.1,0.389414118069247,"Nucleosome-SELEX","PDX1","Region 76-115"
"445",25,0.125,0.348876389839827,"Nucleosome-SELEX","PDX1","Region 76-115"
"446",26,0.15,0.354812346026082,"Nucleosome-SELEX","PDX1","Region 76-115"
"447",27,0.175,0.358203335641395,"Nucleosome-SELEX","PDX1","Region 76-115"
"448",28,0.2,0.356878753317316,"Nucleosome-SELEX","PDX1","Region 76-115"
"449",29,0.225,0.36593488450872,"Nucleosome-SELEX","PDX1","Region 76-115"
"450",30,0.25,0.344164508445489,"Nucleosome-SELEX","PDX1","Region 76-115"
"451",31,0.275,0.352578286829624,"Nucleosome-SELEX","PDX1","Region 76-115"
"452",32,0.3,0.364042952628252,"Nucleosome-SELEX","PDX1","Region 76-115"
"453",33,0.325,0.36082460565669,"Nucleosome-SELEX","PDX1","Region 76-115"
"454",34,0.35,0.363229881654351,"Nucleosome-SELEX","PDX1","Region 76-115"
"455",35,0.375,0.359168152558917,"Nucleosome-SELEX","PDX1","Region 76-115"
"456",36,0.4,0.360996180841094,"Nucleosome-SELEX","PDX1","Region 76-115"
"457",37,0.425,0.358962857714749,"Nucleosome-SELEX","PDX1","Region 76-115"
"458",38,0.45,0.356784740615082,"Nucleosome-SELEX","PDX1","Region 76-115"
"459",39,0.475,0.371729151897413,"Nucleosome-SELEX","PDX1","Region 76-115"
"460",40,0.5,0.364287077743159,"Nucleosome-SELEX","PDX1","Region 76-115"
"461",41,0.025,0.235333117597525,"HT-SELEX","PDX1","Region 76-115"
"462",42,0.05,0.322713015205337,"HT-SELEX","PDX1","Region 76-115"
"463",43,0.075,0.361497778794755,"HT-SELEX","PDX1","Region 76-115"
"464",44,0.1,0.378644470741139,"HT-SELEX","PDX1","Region 76-115"
"465",45,0.125,0.36718132736576,"HT-SELEX","PDX1","Region 76-115"
"466",46,0.15,0.374378495405877,"HT-SELEX","PDX1","Region 76-115"
"467",47,0.175,0.397604523044312,"HT-SELEX","PDX1","Region 76-115"
"468",48,0.2,0.410817995103101,"HT-SELEX","PDX1","Region 76-115"
"469",49,0.225,0.427133232252082,"HT-SELEX","PDX1","Region 76-115"
"470",50,0.25,0.427052783704833,"HT-SELEX","PDX1","Region 76-115"
"471",51,0.275,0.436208800435717,"HT-SELEX","PDX1","Region 76-115"
"472",52,0.3,0.445731875652807,"HT-SELEX","PDX1","Region 76-115"
"473",53,0.325,0.440555725219803,"HT-SELEX","PDX1","Region 76-115"
"474",54,0.35,0.415106688022764,"HT-SELEX","PDX1","Region 76-115"
"475",55,0.375,0.392802861576288,"HT-SELEX","PDX1","Region 76-115"
"476",56,0.4,0.375384327996329,"HT-SELEX","PDX1","Region 76-115"
"477",57,0.425,0.36712757137532,"HT-SELEX","PDX1","Region 76-115"
"478",58,0.45,0.347313342156124,"HT-SELEX","PDX1","Region 76-115"
"479",59,0.475,0.348505371779431,"HT-SELEX","PDX1","Region 76-115"
"480",60,0.5,0.340017548053635,"HT-SELEX","PDX1","Region 76-115"
"481",1,0.025,0.26641697711862,"NCAP-SELEX","LBX2","Region 76-115"
"482",2,0.05,0.374598934486514,"NCAP-SELEX","LBX2","Region 76-115"
"483",3,0.075,0.390699270615598,"NCAP-SELEX","LBX2","Region 76-115"
"484",4,0.1,0.420524809137923,"NCAP-SELEX","LBX2","Region 76-115"
"485",5,0.125,0.389792542805269,"NCAP-SELEX","LBX2","Region 76-115"
"486",6,0.15,0.386640684832123,"NCAP-SELEX","LBX2","Region 76-115"
"487",7,0.175,0.39876696939819,"NCAP-SELEX","LBX2","Region 76-115"
"488",8,0.2,0.391814048002555,"NCAP-SELEX","LBX2","Region 76-115"
"489",9,0.225,0.411265025738061,"NCAP-SELEX","LBX2","Region 76-115"
"490",10,0.25,0.412648573618586,"NCAP-SELEX","LBX2","Region 76-115"
"491",11,0.275,0.407424347531648,"NCAP-SELEX","LBX2","Region 76-115"
"492",12,0.3,0.398462700603926,"NCAP-SELEX","LBX2","Region 76-115"
"493",13,0.325,0.399284403687983,"NCAP-SELEX","LBX2","Region 76-115"
"494",14,0.35,0.397133185422021,"NCAP-SELEX","LBX2","Region 76-115"
"495",15,0.375,0.382848552476581,"NCAP-SELEX","LBX2","Region 76-115"
"496",16,0.4,0.374982069998764,"NCAP-SELEX","LBX2","Region 76-115"
"497",17,0.425,0.3746286831029,"NCAP-SELEX","LBX2","Region 76-115"
"498",18,0.45,0.36667685315385,"NCAP-SELEX","LBX2","Region 76-115"
"499",19,0.475,0.369268802675959,"NCAP-SELEX","LBX2","Region 76-115"
"500",20,0.5,0.361250591123474,"NCAP-SELEX","LBX2","Region 76-115"
"501",21,0.025,0.235372054384723,"Nucleosome-SELEX","LBX2","Region 76-115"
"502",22,0.05,0.315074501603476,"Nucleosome-SELEX","LBX2","Region 76-115"
"503",23,0.075,0.344057016178085,"Nucleosome-SELEX","LBX2","Region 76-115"
"504",24,0.1,0.39905460822358,"Nucleosome-SELEX","LBX2","Region 76-115"
"505",25,0.125,0.35331615376254,"Nucleosome-SELEX","LBX2","Region 76-115"
"506",26,0.15,0.346545427766814,"Nucleosome-SELEX","LBX2","Region 76-115"
"507",27,0.175,0.362534510815471,"Nucleosome-SELEX","LBX2","Region 76-115"
"508",28,0.2,0.360684245390805,"Nucleosome-SELEX","LBX2","Region 76-115"
"509",29,0.225,0.362182188316986,"Nucleosome-SELEX","LBX2","Region 76-115"
"510",30,0.25,0.339583681091121,"Nucleosome-SELEX","LBX2","Region 76-115"
"511",31,0.275,0.353627141190277,"Nucleosome-SELEX","LBX2","Region 76-115"
"512",32,0.3,0.362808988324534,"Nucleosome-SELEX","LBX2","Region 76-115"
"513",33,0.325,0.36245163495961,"Nucleosome-SELEX","LBX2","Region 76-115"
"514",34,0.35,0.367467454135197,"Nucleosome-SELEX","LBX2","Region 76-115"
"515",35,0.375,0.364099099224899,"Nucleosome-SELEX","LBX2","Region 76-115"
"516",36,0.4,0.355071906722476,"Nucleosome-SELEX","LBX2","Region 76-115"
"517",37,0.425,0.367373271055881,"Nucleosome-SELEX","LBX2","Region 76-115"
"518",38,0.45,0.34850039165558,"Nucleosome-SELEX","LBX2","Region 76-115"
"519",39,0.475,0.355470019843166,"Nucleosome-SELEX","LBX2","Region 76-115"
"520",40,0.5,0.374983795143983,"Nucleosome-SELEX","LBX2","Region 76-115"
"521",41,0.025,0.240740908173455,"HT-SELEX","LBX2","Region 76-115"
"522",42,0.05,0.347677899190688,"HT-SELEX","LBX2","Region 76-115"
"523",43,0.075,0.371873859760272,"HT-SELEX","LBX2","Region 76-115"
"524",44,0.1,0.381412063956328,"HT-SELEX","LBX2","Region 76-115"
"525",45,0.125,0.363633780193309,"HT-SELEX","LBX2","Region 76-115"
"526",46,0.15,0.361047163471421,"HT-SELEX","LBX2","Region 76-115"
"527",47,0.175,0.379279563763098,"HT-SELEX","LBX2","Region 76-115"
"528",48,0.2,0.415680945817368,"HT-SELEX","LBX2","Region 76-115"
"529",49,0.225,0.45944074282805,"HT-SELEX","LBX2","Region 76-115"
"530",50,0.25,0.489967066223048,"HT-SELEX","LBX2","Region 76-115"
"531",51,0.275,0.491944176125569,"HT-SELEX","LBX2","Region 76-115"
"532",52,0.3,0.455108240952336,"HT-SELEX","LBX2","Region 76-115"
"533",53,0.325,0.431868116144125,"HT-SELEX","LBX2","Region 76-115"
"534",54,0.35,0.416168038466441,"HT-SELEX","LBX2","Region 76-115"
"535",55,0.375,0.375528967506933,"HT-SELEX","LBX2","Region 76-115"
"536",56,0.4,0.364472709672689,"HT-SELEX","LBX2","Region 76-115"
"537",57,0.425,0.347404565035866,"HT-SELEX","LBX2","Region 76-115"
"538",58,0.45,0.342666280402072,"HT-SELEX","LBX2","Region 76-115"
"539",59,0.475,0.33956041062323,"HT-SELEX","LBX2","Region 76-115"
"540",60,0.5,0.338014432746354,"HT-SELEX","LBX2","Region 76-115"
"541",1,0.025,0.254254465479428,"NCAP-SELEX","MSX2","Region 76-115"
"542",2,0.05,0.362278266058833,"NCAP-SELEX","MSX2","Region 76-115"
"543",3,0.075,0.383794638467993,"NCAP-SELEX","MSX2","Region 76-115"
"544",4,0.1,0.413526805979395,"NCAP-SELEX","MSX2","Region 76-115"
"545",5,0.125,0.393890737773068,"NCAP-SELEX","MSX2","Region 76-115"
"546",6,0.15,0.381435989442792,"NCAP-SELEX","MSX2","Region 76-115"
"547",7,0.175,0.388937594858028,"NCAP-SELEX","MSX2","Region 76-115"
"548",8,0.2,0.399772685784926,"NCAP-SELEX","MSX2","Region 76-115"
"549",9,0.225,0.395163816696072,"NCAP-SELEX","MSX2","Region 76-115"
"550",10,0.25,0.391146854508981,"NCAP-SELEX","MSX2","Region 76-115"
"551",11,0.275,0.393723780214872,"NCAP-SELEX","MSX2","Region 76-115"
"552",12,0.3,0.392144513126786,"NCAP-SELEX","MSX2","Region 76-115"
"553",13,0.325,0.387747124686067,"NCAP-SELEX","MSX2","Region 76-115"
"554",14,0.35,0.389246020785915,"NCAP-SELEX","MSX2","Region 76-115"
"555",15,0.375,0.371955459681968,"NCAP-SELEX","MSX2","Region 76-115"
"556",16,0.4,0.378062853736993,"NCAP-SELEX","MSX2","Region 76-115"
"557",17,0.425,0.366354384774056,"NCAP-SELEX","MSX2","Region 76-115"
"558",18,0.45,0.370586279146027,"NCAP-SELEX","MSX2","Region 76-115"
"559",19,0.475,0.370106852492963,"NCAP-SELEX","MSX2","Region 76-115"
"560",20,0.5,0.368854103269081,"NCAP-SELEX","MSX2","Region 76-115"
"561",21,0.025,0.240274934235711,"Nucleosome-SELEX","MSX2","Region 76-115"
"562",22,0.05,0.322502915351837,"Nucleosome-SELEX","MSX2","Region 76-115"
"563",23,0.075,0.343314107801722,"Nucleosome-SELEX","MSX2","Region 76-115"
"564",24,0.1,0.404064757718578,"Nucleosome-SELEX","MSX2","Region 76-115"
"565",25,0.125,0.350102210678514,"Nucleosome-SELEX","MSX2","Region 76-115"
"566",26,0.15,0.349892227254699,"Nucleosome-SELEX","MSX2","Region 76-115"
"567",27,0.175,0.364300314211737,"Nucleosome-SELEX","MSX2","Region 76-115"
"568",28,0.2,0.352318022509431,"Nucleosome-SELEX","MSX2","Region 76-115"
"569",29,0.225,0.361249481051426,"Nucleosome-SELEX","MSX2","Region 76-115"
"570",30,0.25,0.34535389640451,"Nucleosome-SELEX","MSX2","Region 76-115"
"571",31,0.275,0.356319016487801,"Nucleosome-SELEX","MSX2","Region 76-115"
"572",32,0.3,0.365005831865976,"Nucleosome-SELEX","MSX2","Region 76-115"
"573",33,0.325,0.360632043689879,"Nucleosome-SELEX","MSX2","Region 76-115"
"574",34,0.35,0.366330929181573,"Nucleosome-SELEX","MSX2","Region 76-115"
"575",35,0.375,0.361793085843366,"Nucleosome-SELEX","MSX2","Region 76-115"
"576",36,0.4,0.362441266105242,"Nucleosome-SELEX","MSX2","Region 76-115"
"577",37,0.425,0.369266955653762,"Nucleosome-SELEX","MSX2","Region 76-115"
"578",38,0.45,0.354162476043546,"Nucleosome-SELEX","MSX2","Region 76-115"
"579",39,0.475,0.363629177350513,"Nucleosome-SELEX","MSX2","Region 76-115"
"580",40,0.5,0.373575326286905,"Nucleosome-SELEX","MSX2","Region 76-115"
"581",41,0.025,0.24576661958597,"HT-SELEX","MSX2","Region 76-115"
"582",42,0.05,0.324804497054449,"HT-SELEX","MSX2","Region 76-115"
"583",43,0.075,0.356993402698032,"HT-SELEX","MSX2","Region 76-115"
"584",44,0.1,0.374661150002306,"HT-SELEX","MSX2","Region 76-115"
"585",45,0.125,0.362736446255596,"HT-SELEX","MSX2","Region 76-115"
"586",46,0.15,0.369987901325263,"HT-SELEX","MSX2","Region 76-115"
"587",47,0.175,0.384293050350577,"HT-SELEX","MSX2","Region 76-115"
"588",48,0.2,0.389125088355112,"HT-SELEX","MSX2","Region 76-115"
"589",49,0.225,0.400567230983048,"HT-SELEX","MSX2","Region 76-115"
"590",50,0.25,0.415769015548066,"HT-SELEX","MSX2","Region 76-115"
"591",51,0.275,0.406182937014854,"HT-SELEX","MSX2","Region 76-115"
"592",52,0.3,0.397943925404882,"HT-SELEX","MSX2","Region 76-115"
"593",53,0.325,0.378198165246873,"HT-SELEX","MSX2","Region 76-115"
"594",54,0.35,0.399177173384229,"HT-SELEX","MSX2","Region 76-115"
"595",55,0.375,0.37549137859426,"HT-SELEX","MSX2","Region 76-115"
"596",56,0.4,0.37788638067622,"HT-SELEX","MSX2","Region 76-115"
"597",57,0.425,0.359043125581667,"HT-SELEX","MSX2","Region 76-115"
"598",58,0.45,0.349098245677323,"HT-SELEX","MSX2","Region 76-115"
"599",59,0.475,0.35576012622803,"HT-SELEX","MSX2","Region 76-115"
"600",60,0.5,0.348103438614412,"HT-SELEX","MSX2","Region 76-115"
"601",1,0.025,0.253596945317955,"NCAP-SELEX","LMX1A","Region 76-115"
"602",2,0.05,0.350971763530006,"NCAP-SELEX","LMX1A","Region 76-115"
"603",3,0.075,0.372817915600568,"NCAP-SELEX","LMX1A","Region 76-115"
"604",4,0.1,0.407645309998522,"NCAP-SELEX","LMX1A","Region 76-115"
"605",5,0.125,0.377332093238241,"NCAP-SELEX","LMX1A","Region 76-115"
"606",6,0.15,0.379947172471847,"NCAP-SELEX","LMX1A","Region 76-115"
"607",7,0.175,0.381210105276011,"NCAP-SELEX","LMX1A","Region 76-115"
"608",8,0.2,0.385976331438074,"NCAP-SELEX","LMX1A","Region 76-115"
"609",9,0.225,0.386445585295979,"NCAP-SELEX","LMX1A","Region 76-115"
"610",10,0.25,0.382604872078887,"NCAP-SELEX","LMX1A","Region 76-115"
"611",11,0.275,0.381248256572438,"NCAP-SELEX","LMX1A","Region 76-115"
"612",12,0.3,0.365435103595907,"NCAP-SELEX","LMX1A","Region 76-115"
"613",13,0.325,0.382988392385073,"NCAP-SELEX","LMX1A","Region 76-115"
"614",14,0.35,0.372894087266119,"NCAP-SELEX","LMX1A","Region 76-115"
"615",15,0.375,0.382548793209403,"NCAP-SELEX","LMX1A","Region 76-115"
"616",16,0.4,0.376904865054618,"NCAP-SELEX","LMX1A","Region 76-115"
"617",17,0.425,0.371746693182291,"NCAP-SELEX","LMX1A","Region 76-115"
"618",18,0.45,0.36415578402348,"NCAP-SELEX","LMX1A","Region 76-115"
"619",19,0.475,0.35937262653089,"NCAP-SELEX","LMX1A","Region 76-115"
"620",20,0.5,0.352145204452805,"NCAP-SELEX","LMX1A","Region 76-115"
"621",21,0.025,0.236070780406237,"Nucleosome-SELEX","LMX1A","Region 76-115"
"622",22,0.05,0.325230434061879,"Nucleosome-SELEX","LMX1A","Region 76-115"
"623",23,0.075,0.33883898422153,"Nucleosome-SELEX","LMX1A","Region 76-115"
"624",24,0.1,0.369389066755269,"Nucleosome-SELEX","LMX1A","Region 76-115"
"625",25,0.125,0.347159947151427,"Nucleosome-SELEX","LMX1A","Region 76-115"
"626",26,0.15,0.341500482034812,"Nucleosome-SELEX","LMX1A","Region 76-115"
"627",27,0.175,0.345069560861039,"Nucleosome-SELEX","LMX1A","Region 76-115"
"628",28,0.2,0.357468722391836,"Nucleosome-SELEX","LMX1A","Region 76-115"
"629",29,0.225,0.351622010925341,"Nucleosome-SELEX","LMX1A","Region 76-115"
"630",30,0.25,0.333126532574574,"Nucleosome-SELEX","LMX1A","Region 76-115"
"631",31,0.275,0.349579505816402,"Nucleosome-SELEX","LMX1A","Region 76-115"
"632",32,0.3,0.35489161053104,"Nucleosome-SELEX","LMX1A","Region 76-115"
"633",33,0.325,0.361743678257076,"Nucleosome-SELEX","LMX1A","Region 76-115"
"634",34,0.35,0.366045577080484,"Nucleosome-SELEX","LMX1A","Region 76-115"
"635",35,0.375,0.368177695968139,"Nucleosome-SELEX","LMX1A","Region 76-115"
"636",36,0.4,0.349707431008064,"Nucleosome-SELEX","LMX1A","Region 76-115"
"637",37,0.425,0.360290899693396,"Nucleosome-SELEX","LMX1A","Region 76-115"
"638",38,0.45,0.349974781640653,"Nucleosome-SELEX","LMX1A","Region 76-115"
"639",39,0.475,0.35304738628761,"Nucleosome-SELEX","LMX1A","Region 76-115"
"640",40,0.5,0.366059203535523,"Nucleosome-SELEX","LMX1A","Region 76-115"
"641",41,0.025,0.239581793282902,"HT-SELEX","LMX1A","Region 76-115"
"642",42,0.05,0.331238685944871,"HT-SELEX","LMX1A","Region 76-115"
"643",43,0.075,0.348828892972687,"HT-SELEX","LMX1A","Region 76-115"
"644",44,0.1,0.346822006472141,"HT-SELEX","LMX1A","Region 76-115"
