"","tf","n","dist","avg","low","high","group"
"X6211","ALB1",332578,63,-0.411754939736021,-0.411976936774025,-0.411532942698017,"48"
"X639","ALB1",332578,64,-0.377335902929189,-0.377537272609388,-0.377134533248989,"48"
"X649","ALB1",332578,65,-0.4015756117065,-0.401739196581881,-0.401412026831118,"48"
"X659","ALB1",332578,66,-0.412727202501734,-0.412844258790986,-0.412610146212481,"48"
"X669","ALB1",332578,67,-0.369879739027246,-0.369983837004683,-0.369775641049809,"48"
"X679","ALB1",332578,68,-0.386939347452548,-0.387035238223893,-0.386843456681203,"48"
"X689","ALB1",332578,69,-0.401925753428847,-0.402015926983225,-0.401835579874469,"48"
"X699","ALB1",332578,70,-0.415354428892494,-0.415440548621335,-0.415268309163652,"48"
"X709","ALB1",332578,71,-0.407997198942517,-0.408080342975231,-0.407914054909804,"48"
"X7113","ALB1",332578,72,-0.409121291844043,-0.409198215319873,-0.409044368368212,"48"
"X7211","ALB1",332578,73,-0.450728014566673,-0.450802008165466,-0.45065402096788,"48"
"X739","ALB1",332578,74,-0.462620764773976,-0.462699967513478,-0.462541562034475,"48"
"X749","ALB1",332578,75,-0.477502739504564,-0.477585287772945,-0.477420191236184,"48"
"X759","ALB1",332578,76,-0.530339316707612,-0.530430706748978,-0.530247926666245,"48"
"X769","ALB1",332578,77,-0.540625900567928,-0.540717761382878,-0.540534039752979,"48"
"X779","ALB1",332578,78,-0.540118676923297,-0.54021151692074,-0.540025836925853,"48"
"X789","ALB1",332578,79,-0.537158031396606,-0.537246263141096,-0.537069799652117,"48"
"X799","ALB1",332578,80,-0.541413363881104,-0.541497497858514,-0.541329229903694,"48"
"X809","ALB1",332578,81,-0.532025956039958,-0.532110316056599,-0.531941596023316,"48"
"X8113","ALB1",332578,82,-0.510776022571776,-0.510866776829312,-0.510685268314239,"48"
"X8211","ALB1",332578,83,-0.512885116843882,-0.512983245152356,-0.512786988535409,"48"
"X839","ALB1",332578,84,-0.497891679684739,-0.498019350606458,-0.49776400876302,"48"
"X849","ALB1",332578,85,-0.447371096207137,-0.447521939048302,-0.447220253365972,"48"
"X859","ALB1",332578,86,-0.452567269531712,-0.452730072708115,-0.45240446635531,"48"
"X869","ALB1",332578,87,-0.438836423614991,-0.439018790506681,-0.4386540567233,"48"
"X879","ALB1",332578,88,-0.411978563173166,-0.412170903508578,-0.411786222837754,"48"
"X889","ALB1",332578,89,-0.395770983425637,-0.395972334432168,-0.395569632419107,"48"
"X899","ALB1",332578,90,-0.329016361373312,-0.329265229945121,-0.328767492801504,"48"
"X909","ALB1",332578,91,-0.278722443229166,-0.279001228364623,-0.278443658093709,"48"
"X9112","ALB1",332578,92,-0.253495076963375,-0.253812295098975,-0.253177858827776,"48"
"X9210","ALB1",332578,93,-0.245334263045971,-0.245661550660344,-0.245006975431597,"48"
"X939","ALB1",332578,94,-0.202586222657318,-0.202943076646482,-0.202229368668153,"48"
"X949","ALB1",332578,95,-0.193535542053991,-0.193900704829105,-0.193170379278877,"48"
"X959","ALB1",332578,96,-0.213415865068937,-0.213765746963304,-0.21306598317457,"48"
"X969","ALB1",332578,97,-0.200418972566734,-0.200804703087786,-0.200033242045682,"48"
"X979","ALB1",332578,98,-0.228276315525104,-0.228671865595694,-0.227880765454515,"48"
"X010","ALB1",387873,1,-0.132620035800148,-0.13274024726237,-0.132499824337926,"51"
"X140","ALB1",387873,2,-0.111983026678727,-0.112120525358694,-0.11184552799876,"51"
"X240","ALB1",387873,3,-0.119314875414724,-0.119457896044656,-0.119171854784792,"51"
"X340","ALB1",387873,4,-0.113432860835409,-0.113582637532322,-0.113283084138495,"51"
"X440","ALB1",387873,5,-0.0965425415384786,-0.0967043988429645,-0.0963806842339927,"51"
"X540","ALB1",387873,6,-0.101748336301291,-0.101929076349378,-0.101567596253205,"51"
"X640","ALB1",387873,7,-0.113782493938989,-0.113977565793079,-0.113587422084899,"51"
"X740","ALB1",387873,8,-0.12694580781501,-0.127165166587859,-0.126726449042161,"51"
"X840","ALB1",387873,9,-0.147320288245969,-0.147551227611919,-0.147089348880019,"51"
"X940","ALB1",387873,10,-0.156236538755217,-0.156487106616558,-0.155985970893877,"51"
"X1010","ALB1",387873,11,-0.173759351863422,-0.173998818590749,-0.173519885136094,"51"
"X1114","ALB1",387873,12,-0.187235436974825,-0.187486460865314,-0.186984413084337,"51"
"X1212","ALB1",387873,13,-0.198197244417135,-0.198471852071813,-0.197922636762457,"51"
"X1310","ALB1",387873,14,-0.213022707506437,-0.213299190386715,-0.212746224626158,"51"
"X1410","ALB1",387873,15,-0.224988114524173,-0.225274529612194,-0.224701699436151,"51"
"X1510","ALB1",387873,16,-0.241756987099176,-0.242055062169179,-0.241458912029173,"51"
"X1610","ALB1",387873,17,-0.23162601541224,-0.23194378371095,-0.231308247113529,"51"
"X1710","ALB1",387873,18,-0.237383795287246,-0.237716816661974,-0.237050773912519,"51"
"X1810","ALB1",387873,19,-0.242985833437896,-0.243331446536482,-0.242640220339311,"51"
"X1910","ALB1",387873,20,-0.253578605272707,-0.253948520908885,-0.25320868963653,"51"
"X2010","ALB1",387873,21,-0.24146870191458,-0.241867538832934,-0.241069864996226,"51"
"X2114","ALB1",387873,22,-0.23446866347712,-0.234878615062461,-0.234058711891778,"51"
"X2212","ALB1",387873,23,-0.23768770461751,-0.238119193430426,-0.237256215804595,"51"
"X2310","ALB1",387873,24,-0.235791022697059,-0.236247309963758,-0.235334735430361,"51"
"X2410","ALB1",387873,25,-0.224002921057684,-0.224477866526319,-0.22352797558905,"51"
"X2510","ALB1",387873,26,-0.222027231808518,-0.222521362897203,-0.221533100719833,"51"
"X2610","ALB1",387873,27,-0.223004614423674,-0.223519584274023,-0.222489644573325,"51"
"X2710","ALB1",387873,28,-0.217121653880621,-0.21767523864662,-0.216568069114623,"51"
"X2810","ALB1",387873,29,-0.196339956065416,-0.196945479486894,-0.195734432643939,"51"
"X2910","ALB1",387873,30,-0.217291180571969,-0.217907214373433,-0.216675146770505,"51"
"X3010","ALB1",387873,31,-0.206151154560233,-0.206797778222597,-0.20550453089787,"51"
"X3114","ALB1",387873,32,-0.199590729741715,-0.20025310797959,-0.19892835150384,"51"
"X3212","ALB1",387873,33,-0.196836114795779,-0.197517173354659,-0.196155056236898,"51"
"X3310","ALB1",387873,34,-0.205692199408514,-0.206402672517552,-0.204981726299477,"51"
"X3410","ALB1",387873,35,-0.215465228724692,-0.216204204167765,-0.214726253281619,"51"
"X3510","ALB1",387873,36,-0.208798563671841,-0.209553243802755,-0.208043883540927,"51"
"X3610","ALB1",387873,37,-0.224910385886093,-0.225624752714481,-0.224196019057705,"51"
"X3710","ALB1",387873,38,-0.234325282570691,-0.234981802396638,-0.233668762744744,"51"
"X3810","ALB1",387873,39,-0.250345176183753,-0.251011149937077,-0.249679202430429,"51"
"X3910","ALB1",387873,40,-0.242416959853143,-0.243095103683583,-0.241738816022703,"51"
"X4010","ALB1",387873,41,-0.25378290552605,-0.254414939796903,-0.253150871255197,"51"
"X4114","ALB1",387873,42,-0.241158422543569,-0.241811245905707,-0.240505599181432,"51"
"X4212","ALB1",387873,43,-0.257523063510783,-0.258155058557836,-0.25689106846373,"51"
"X4310","ALB1",387873,44,-0.265345493540281,-0.265945216849888,-0.264745770230675,"51"
"X4410","ALB1",387873,45,-0.279340378722928,-0.279944474806538,-0.278736282639317,"51"
"X4510","ALB1",387873,46,-0.295610876174079,-0.2962554009399,-0.294966351408257,"51"
"X4610","ALB1",387873,47,-0.28496237431234,-0.285601383094892,-0.284323365529787,"51"
"X4710","ALB1",387873,48,-0.26542830789192,-0.266112114445182,-0.264744501338659,"51"
"X4810","ALB1",387873,49,-0.278895381475835,-0.279609910816375,-0.278180852135295,"51"
"X4910","ALB1",387873,50,-0.282241945691192,-0.282939645699858,-0.281544245682525,"51"
"X5010","ALB1",387873,51,-0.23839055142077,-0.239127704088496,-0.237653398753043,"51"
"X5114","ALB1",387873,52,-0.258796430061428,-0.259474021475274,-0.258118838647581,"51"
"X5212","ALB1",387873,53,-0.243837073864291,-0.244511963474115,-0.243162184254467,"51"
"X5310","ALB1",387873,54,-0.240866270084848,-0.241536765243905,-0.240195774925791,"51"
"X5410","ALB1",387873,55,-0.271949636580985,-0.272601747670274,-0.271297525491696,"51"
"X5510","ALB1",387873,56,-0.258115056763489,-0.258725347736873,-0.257504765790106,"51"
"X5610","ALB1",387873,57,-0.275869199239746,-0.276458085948332,-0.275280312531161,"51"
"X5710","ALB1",387873,58,-0.268939438418364,-0.269493016040686,-0.268385860796042,"51"
"X5810","ALB1",387873,59,-0.27360320670609,-0.274129642826093,-0.273076770586087,"51"
"X5910","ALB1",387873,60,-0.295280761664059,-0.295792383463968,-0.294769139864151,"51"
"X6010","ALB1",387873,61,-0.257434785301284,-0.257917005765647,-0.25695256483692,"51"
"X6114","ALB1",387873,62,-0.284585362464083,-0.285023954990394,-0.284146769937772,"51"
"X6212","ALB1",387873,63,-0.316716749046797,-0.317111799251856,-0.316321698841737,"51"
"X6310","ALB1",387873,64,-0.28430044896278,-0.284668578324119,-0.283932319601441,"51"
"X6410","ALB1",387873,65,-0.313272546123838,-0.313623496450062,-0.312921595797614,"51"
"X6510","ALB1",387873,66,-0.335836035492538,-0.336120603080149,-0.335551467904928,"51"
"X6610","ALB1",387873,67,-0.303833912963597,-0.304062977574706,-0.303604848352489,"51"
"X6710","ALB1",387873,68,-0.34049474581178,-0.340671892077533,-0.340317599546027,"51"
"X6810","ALB1",387873,69,-0.364669258749122,-0.364797733170872,-0.364540784327372,"51"
"X6910","ALB1",387873,70,-0.394250955745156,-0.394342090817241,-0.394159820673071,"51"
"X7010","ALB1",387873,71,-0.408006066184126,-0.40808262060933,-0.407929511758921,"51"
"X7114","ALB1",387873,72,-0.409096293796807,-0.409167016036718,-0.409025571556895,"51"
"X7212","ALB1",387873,73,-0.450674771883684,-0.450742891323931,-0.450606652443437,"51"
"X7310","ALB1",387873,74,-0.46254374051131,-0.462616872497365,-0.462470608525255,"51"
"X7410","ALB1",387873,75,-0.477390046646012,-0.477466474604239,-0.477313618687785,"51"
"X7510","ALB1",387873,76,-0.530199679276026,-0.53028460644832,-0.530114752103733,"51"
"X7610","ALB1",387873,77,-0.540415557942743,-0.540501009018302,-0.540330106867183,"51"
"X7710","ALB1",387873,78,-0.539858331934476,-0.539944732860028,-0.539771931008924,"51"
"X7810","ALB1",387873,79,-0.536856902415896,-0.53693909512056,-0.536774709711231,"51"
"X7910","ALB1",387873,80,-0.541124517384917,-0.541202896013014,-0.54104613875682,"51"
"X8010","ALB1",387873,81,-0.531687350657561,-0.531766158483607,-0.531608542831516,"51"
"X8114","ALB1",387873,82,-0.510533015696065,-0.510617794949748,-0.510448236442383,"51"
"X8212","ALB1",387873,83,-0.512691115385535,-0.512782795554014,-0.512599435217056,"51"
"X8310","ALB1",387873,84,-0.497856558299328,-0.497975745657863,-0.497737370940793,"51"
"X8410","ALB1",387873,85,-0.447487051808825,-0.44762764859075,-0.447346455026899,"51"
"X8510","ALB1",387873,86,-0.452550087390576,-0.452702081623564,-0.452398093157588,"51"
"X8610","ALB1",387873,87,-0.43875210591799,-0.43892272258545,-0.438581489250531,"51"
"X8710","ALB1",387873,88,-0.411875964398278,-0.412055973003555,-0.411695955793,"51"
"X8810","ALB1",387873,89,-0.39559084230577,-0.395779351237482,-0.395402333374058,"51"
"X8910","ALB1",387873,90,-0.32888027280159,-0.329112909053504,-0.328647636549676,"51"
"X9010","ALB1",387873,91,-0.278443138908013,-0.278704016052358,-0.278182261763668,"51"
"X9113","ALB1",387873,92,-0.253176033152568,-0.253473111707956,-0.252878954597181,"51"
"X9211","ALB1",387873,93,-0.244988401483479,-0.245294948371108,-0.244681854595849,"51"
"X9310","ALB1",387873,94,-0.202274590478537,-0.202608138319223,-0.20194104263785,"51"
"X9410","ALB1",387873,95,-0.193264340486171,-0.193604887958467,-0.192923793013875,"51"
"X9510","ALB1",387873,96,-0.213292001017232,-0.213618024054781,-0.212965977979683,"51"
"X9610","ALB1",387873,97,-0.200637498076673,-0.20099625948365,-0.200278736669696,"51"
"X9710","ALB1",387873,98,-0.229000640488972,-0.229368315045055,-0.22863296593289,"51"
"X011","ALB1",378386,1,-0.132713779237576,-0.13283551220048,-0.132592046274673,"54"
"X150","ALB1",378386,2,-0.101382420325587,-0.101513853874232,-0.101250986776943,"54"
"X250","ALB1",378386,3,-0.115460170999975,-0.115597750091461,-0.11532259190849,"54"
"X350","ALB1",378386,4,-0.105974813660799,-0.106113412332154,-0.105836214989443,"54"
"X450","ALB1",378386,5,-0.0836437279183835,-0.0837928087957501,-0.0834946470410169,"54"
"X550","ALB1",378386,6,-0.0850895935477484,-0.0852475234819664,-0.0849316636135303,"54"
"X650","ALB1",378386,7,-0.100607323461063,-0.100776670296902,-0.100437976625225,"54"
"X750","ALB1",378386,8,-0.112530856039464,-0.112709259414414,-0.112352452664515,"54"
"X850","ALB1",378386,9,-0.1392147550536,-0.139403724051332,-0.139025786055868,"54"
"X950","ALB1",378386,10,-0.145447112252606,-0.14565356712433,-0.145240657380883,"54"
"X1011","ALB1",378386,11,-0.16379935150629,-0.164005802945763,-0.163592900066817,"54"
